text_id,date,labels,positive_score,neutral_score,negative_score
1086872,2023-03-02,-1,0.04,0.85,0.11
1086873,2023-03-02,0,0.02,0.86,0.12
1086874,2023-03-02,3,0.03,0.94,0.03
1086875,2023-03-02,-1,0.03,0.8,0.17
1086876,2023-03-02,-1,0.05,0.67,0.28
1086878,2023-03-02,32,0.12,0.33,0.55
1086879,2023-03-02,-1,0.03,0.39,0.58
1086880,2023-03-02,-1,0.69,0.3,0.01
1086881,2023-03-02,2,0.05,0.89,0.07
1086882,2023-03-02,0,0.65,0.24,0.11
1086883,2023-03-02,18,0.05,0.94,0.02
1086884,2023-03-02,-1,0.02,0.6,0.38
1086885,2023-03-02,0,0.3,0.58,0.11
1086886,2023-03-02,-1,0.02,0.95,0.03
1086887,2023-03-02,-1,0.0,0.04,0.96
1086888,2023-03-02,24,0.64,0.33,0.02
1086889,2023-03-02,-1,0.05,0.91,0.04
1086890,2023-03-02,-1,0.01,0.17,0.83
1086891,2023-03-02,134,0.41,0.56,0.02
1086892,2023-03-02,-1,0.01,0.18,0.8
1086893,2023-03-02,0,0.19,0.7,0.12
1086894,2023-03-02,-1,0.94,0.05,0.0
1086895,2023-03-02,-1,0.89,0.09,0.02
1086896,2023-03-02,10,0.75,0.24,0.01
1086897,2023-03-02,3,0.04,0.51,0.45
1086898,2023-03-02,2,0.02,0.41,0.57
1086899,2023-03-02,6,0.03,0.69,0.28
1086900,2023-03-02,1,0.03,0.26,0.71
1086901,2023-03-02,1,0.04,0.48,0.48
1086902,2023-03-02,-1,0.54,0.45,0.01
1086903,2023-03-02,-1,0.13,0.29,0.57
1086904,2023-03-02,-1,0.03,0.7,0.27
1086905,2023-03-02,35,0.18,0.79,0.03
1086906,2023-03-02,-1,0.14,0.8,0.06
1086907,2023-03-02,-1,0.01,0.13,0.86
1086908,2023-03-02,10,0.01,0.05,0.95
1086909,2023-03-02,153,0.94,0.06,0.0
1086910,2023-03-02,-1,0.25,0.42,0.32
1086911,2023-03-02,5,0.09,0.74,0.17
1086912,2023-03-02,2,0.01,0.1,0.89
1086913,2023-03-02,117,0.03,0.12,0.85
1086914,2023-03-02,-1,0.0,0.05,0.94
1086915,2023-03-02,-1,0.07,0.51,0.43
1086916,2023-03-02,32,0.01,0.07,0.93
1086917,2023-03-02,-1,0.03,0.5,0.47
1086918,2023-03-02,16,0.78,0.21,0.01
1086919,2023-03-02,22,0.02,0.36,0.62
1086920,2023-03-02,-1,0.51,0.46,0.03
1086921,2023-03-02,10,0.05,0.67,0.28
1086923,2023-03-02,-1,0.06,0.56,0.38
1086924,2023-03-02,6,0.03,0.28,0.69
1086925,2023-03-02,1,0.02,0.29,0.69
1086926,2023-03-02,76,0.01,0.09,0.9
1086927,2023-03-02,-1,0.04,0.61,0.35
1086928,2023-03-02,-1,0.09,0.73,0.17
1086929,2023-03-02,2,0.01,0.11,0.88
1086930,2023-03-02,-1,0.51,0.44,0.05
1086931,2023-03-02,34,0.11,0.83,0.07
1086932,2023-03-02,1,0.01,0.13,0.86
1086933,2023-03-02,-1,0.06,0.54,0.4
1086934,2023-03-02,-1,0.21,0.35,0.43
1086935,2023-03-02,32,0.05,0.49,0.46
1086936,2023-03-02,-1,0.03,0.52,0.45
1086937,2023-03-02,0,0.03,0.94,0.04
1086938,2023-03-02,-1,0.08,0.89,0.03
1086939,2023-03-02,-1,0.06,0.69,0.25
1086940,2023-03-02,-1,0.02,0.28,0.71
1086941,2023-03-02,108,0.02,0.61,0.36
1086942,2023-03-02,42,0.18,0.78,0.04
1086943,2023-03-02,50,0.09,0.19,0.72
1086944,2023-03-02,149,0.01,0.15,0.84
1086945,2023-03-02,91,0.04,0.95,0.02
1086946,2023-03-02,-1,0.01,0.27,0.72
1086947,2023-03-02,1,0.02,0.53,0.45
1086948,2023-03-02,-1,0.01,0.35,0.64
1086949,2023-03-02,-1,0.01,0.33,0.66
1086950,2023-03-02,-1,0.03,0.49,0.48
1086951,2023-03-02,2,0.25,0.57,0.19
1086952,2023-03-02,13,0.01,0.05,0.94
1086953,2023-03-02,129,0.87,0.12,0.01
1086954,2023-03-02,-1,0.02,0.58,0.4
1086955,2023-03-02,13,0.11,0.37,0.52
1086956,2023-03-02,-1,0.05,0.64,0.31
1086957,2023-03-02,-1,0.76,0.23,0.01
1086958,2023-03-02,35,0.05,0.56,0.39
1086959,2023-03-02,13,0.1,0.5,0.41
1086960,2023-03-02,28,0.12,0.86,0.02
1086961,2023-03-02,13,0.95,0.04,0.0
1086962,2023-03-02,2,0.05,0.77,0.19
1086963,2023-03-02,-1,0.05,0.39,0.57
1086964,2023-03-02,10,0.89,0.1,0.02
1086965,2023-03-02,10,0.02,0.3,0.67
1086966,2023-03-02,91,0.03,0.92,0.05
1086967,2023-03-02,28,0.1,0.88,0.02
1086968,2023-03-02,35,0.04,0.34,0.62
1086969,2023-03-02,-1,0.02,0.47,0.51
1086970,2023-03-02,41,0.04,0.95,0.01
1086971,2023-03-02,-1,0.01,0.2,0.79
1086972,2023-03-02,-1,0.3,0.68,0.02
1086973,2023-03-02,13,0.47,0.48,0.05
1086974,2023-03-02,35,0.09,0.6,0.3
1086975,2023-03-02,91,0.03,0.94,0.03
1086976,2023-03-02,-1,0.15,0.81,0.05
1086977,2023-03-02,1,0.73,0.25,0.01
1086978,2023-03-02,-1,0.29,0.5,0.21
1086979,2023-03-02,-1,0.02,0.14,0.84
1086980,2023-03-02,41,0.01,0.12,0.87
1086981,2023-03-02,-1,0.9,0.08,0.02
1086982,2023-03-02,28,0.06,0.93,0.0
1086983,2023-03-02,28,0.04,0.9,0.05
1086984,2023-03-02,15,0.02,0.72,0.26
1086985,2023-03-02,0,0.14,0.81,0.05
1086986,2023-03-02,24,0.01,0.1,0.9
1086987,2023-03-02,0,0.04,0.86,0.1
1086988,2023-03-02,-1,0.1,0.84,0.06
1086989,2023-03-02,129,0.48,0.49,0.03
1086990,2023-03-02,49,0.15,0.82,0.03
1086991,2023-03-02,1,0.41,0.58,0.01
1086992,2023-03-02,-1,0.27,0.58,0.15
1086993,2023-03-02,54,0.02,0.28,0.71
1086994,2023-03-02,-1,0.04,0.95,0.01
1086995,2023-03-02,0,0.01,0.18,0.8
1086996,2023-03-02,0,0.47,0.51,0.02
1086997,2023-03-02,-1,0.03,0.29,0.69
1086998,2023-03-02,-1,0.01,0.07,0.92
1086999,2023-03-02,-1,0.07,0.68,0.26
1087000,2023-03-02,68,0.06,0.74,0.2
1087001,2023-03-02,2,0.01,0.1,0.9
1087002,2023-03-02,2,0.45,0.5,0.05
1087003,2023-03-02,-1,0.01,0.14,0.85
1087004,2023-03-02,92,0.02,0.11,0.87
1087005,2023-03-02,125,0.02,0.11,0.87
1087006,2023-03-02,0,0.11,0.85,0.04
1087007,2023-03-02,23,0.02,0.1,0.88
1087008,2023-03-02,2,0.01,0.08,0.91
1087009,2023-03-02,-1,0.7,0.28,0.03
1087010,2023-03-02,2,0.15,0.78,0.07
1087011,2023-03-02,-1,0.01,0.12,0.87
1087012,2023-03-02,-1,0.39,0.49,0.12
1087013,2023-03-02,-1,0.19,0.7,0.1
1087014,2023-03-02,-1,0.01,0.16,0.82
1087015,2023-03-02,-1,0.76,0.23,0.01
1087016,2023-03-02,-1,0.04,0.61,0.35
1087017,2023-03-02,-1,0.9,0.08,0.02
1087018,2023-03-02,-1,0.02,0.38,0.6
1087019,2023-03-02,18,0.02,0.87,0.11
1087020,2023-03-02,22,0.03,0.55,0.43
1087021,2023-03-02,-1,0.11,0.55,0.34
1087022,2023-03-02,5,0.21,0.61,0.18
1087023,2023-03-02,0,0.11,0.85,0.04
1087024,2023-03-02,133,0.22,0.59,0.19
1087025,2023-03-02,119,0.01,0.12,0.86
1087026,2023-03-02,-1,0.01,0.2,0.79
1087027,2023-03-02,-1,0.07,0.25,0.67
1087028,2023-03-02,0,0.16,0.83,0.01
1087029,2023-03-02,0,0.17,0.82,0.01
1087030,2023-03-02,-1,0.29,0.6,0.11
1087031,2023-03-02,-1,0.05,0.75,0.19
1087032,2023-03-02,-1,0.03,0.95,0.03
1087034,2023-03-02,-1,0.02,0.18,0.8
1087035,2023-03-02,-1,0.87,0.13,0.0
1087036,2023-03-02,0,0.03,0.95,0.02
1087037,2023-03-02,28,0.13,0.83,0.03
1087038,2023-03-02,23,0.05,0.19,0.76
1087039,2023-03-02,-1,0.04,0.94,0.02
1087040,2023-03-02,-1,0.16,0.82,0.02
1087041,2023-03-02,0,0.59,0.4,0.02
1087042,2023-03-02,18,0.02,0.81,0.17
1087043,2023-03-02,1,0.01,0.13,0.86
1087044,2023-03-02,35,0.01,0.15,0.84
1087045,2023-03-02,-1,0.02,0.61,0.37
1087046,2023-03-02,-1,0.02,0.23,0.76
1087047,2023-03-02,-1,0.03,0.5,0.48
1087048,2023-03-02,13,0.63,0.35,0.02
1087049,2023-03-02,3,0.01,0.16,0.83
1087050,2023-03-02,-1,0.16,0.69,0.15
1087051,2023-03-02,4,0.01,0.13,0.87
1087052,2023-03-02,2,0.1,0.87,0.03
1087053,2023-03-02,-1,0.01,0.1,0.89
1087054,2023-03-02,0,0.17,0.68,0.15
1087055,2023-03-02,2,0.09,0.87,0.04
1087056,2023-03-02,-1,0.04,0.55,0.41
1087057,2023-03-02,0,0.04,0.9,0.06
1087058,2023-03-02,13,0.32,0.66,0.03
1087059,2023-03-02,-1,0.05,0.75,0.2
1087060,2023-03-02,-1,0.02,0.47,0.51
1087061,2023-03-02,13,0.08,0.52,0.4
1087062,2023-03-02,-1,0.03,0.21,0.76
1087063,2023-03-02,34,0.06,0.9,0.05
1087064,2023-03-02,22,0.01,0.07,0.92
1087065,2023-03-02,-1,0.03,0.79,0.17
1087066,2023-03-02,-1,0.03,0.16,0.81
1087067,2023-03-02,2,0.03,0.8,0.17
1087068,2023-03-02,0,0.73,0.25,0.02
1087069,2023-03-02,-1,0.02,0.07,0.91
1087070,2023-03-02,-1,0.03,0.28,0.68
1087071,2023-03-02,91,0.04,0.93,0.03
1087072,2023-03-02,-1,0.23,0.75,0.02
1087073,2023-03-02,-1,0.04,0.47,0.49
1087074,2023-03-02,0,0.13,0.8,0.07
1087075,2023-03-02,13,0.02,0.1,0.88
1087076,2023-03-02,77,0.16,0.81,0.03
1087077,2023-03-02,0,0.03,0.65,0.32
1087078,2023-03-02,2,0.02,0.57,0.42
1087079,2023-03-02,68,0.11,0.8,0.08
1087080,2023-03-02,-1,0.02,0.27,0.71
1087081,2023-03-02,-1,0.05,0.56,0.38
1087082,2023-03-02,-1,0.94,0.05,0.0
1087084,2023-03-02,1,0.62,0.33,0.05
1087085,2023-03-02,25,0.04,0.94,0.02
1087086,2023-03-02,-1,0.07,0.84,0.09
1087087,2023-03-02,-1,0.02,0.13,0.85
1087088,2023-03-02,-1,0.1,0.87,0.02
1087089,2023-03-02,13,0.06,0.79,0.15
1087090,2023-03-02,-1,0.93,0.07,0.0
1087091,2023-03-02,-1,0.01,0.08,0.91
1087092,2023-03-02,1,0.26,0.61,0.14
1087093,2023-03-02,34,0.03,0.33,0.64
1087094,2023-03-02,1,0.0,0.05,0.95
1087095,2023-03-02,16,0.06,0.91,0.03
1087096,2023-03-02,0,0.03,0.91,0.06
1087097,2023-03-02,3,0.03,0.84,0.13
1087098,2023-03-02,0,0.94,0.06,0.01
1087099,2023-03-02,-1,0.01,0.07,0.92
1087100,2023-03-02,13,0.15,0.83,0.02
1087101,2023-03-02,28,0.07,0.89,0.04
1087102,2023-03-02,-1,0.09,0.74,0.17
1087103,2023-03-02,29,0.04,0.93,0.03
1087104,2023-03-02,0,0.25,0.61,0.14
1087105,2023-03-02,0,0.97,0.03,0.01
1087106,2023-03-02,152,0.84,0.15,0.01
1087107,2023-03-02,15,0.06,0.88,0.06
1087108,2023-03-02,-1,0.04,0.88,0.08
1087109,2023-03-02,-1,0.98,0.02,0.0
1087110,2023-03-02,16,0.06,0.86,0.09
1087111,2023-03-02,-1,0.55,0.44,0.01
1087112,2023-03-02,-1,0.91,0.06,0.03
1087113,2023-03-02,49,0.27,0.66,0.06
1087114,2023-03-02,78,0.12,0.74,0.14
1087115,2023-03-02,0,0.04,0.73,0.23
1087116,2023-03-02,1,0.01,0.06,0.93
1087118,2023-03-02,10,0.13,0.8,0.08
1087119,2023-03-02,2,0.34,0.65,0.01
1087120,2023-03-02,-1,0.08,0.88,0.04
1087121,2023-03-02,28,0.13,0.83,0.03
1087122,2023-03-02,-1,0.88,0.11,0.01
1087123,2023-03-02,13,0.03,0.64,0.32
1087124,2023-03-02,-1,0.02,0.2,0.78
1087125,2023-03-02,171,0.51,0.36,0.13
1087126,2023-03-02,16,0.49,0.49,0.02
1087127,2023-03-02,0,0.71,0.28,0.01
1087128,2023-03-02,10,0.1,0.61,0.29
1087129,2023-03-02,-1,0.12,0.32,0.56
1087130,2023-03-02,54,0.01,0.05,0.94
1087131,2023-03-02,-1,0.02,0.53,0.45
1087132,2023-03-02,2,0.08,0.38,0.55
1087133,2023-03-02,-1,0.01,0.13,0.86
1087134,2023-03-02,0,0.05,0.93,0.02
1087135,2023-03-02,49,0.15,0.82,0.03
1087136,2023-03-02,9,0.04,0.88,0.07
1087137,2023-03-02,13,0.29,0.67,0.03
1087138,2023-03-02,-1,0.01,0.11,0.89
1087139,2023-03-02,-1,0.11,0.83,0.06
1087140,2023-03-02,0,0.5,0.47,0.03
1087141,2023-03-02,0,0.05,0.93,0.01
1087142,2023-03-02,-1,0.12,0.86,0.01
1087143,2023-03-02,0,0.08,0.86,0.06
1087144,2023-03-02,10,0.08,0.76,0.16
1087145,2023-03-02,-1,0.02,0.19,0.79
1087263,2023-03-02,-1,0.03,0.86,0.11
1087146,2023-03-02,-1,0.02,0.95,0.03
1087147,2023-03-02,-1,0.01,0.08,0.91
1087148,2023-03-02,158,0.06,0.92,0.02
1087149,2023-03-02,0,0.15,0.75,0.1
1087150,2023-03-02,2,0.02,0.63,0.35
1087151,2023-03-02,13,0.53,0.45,0.03
1087152,2023-03-02,13,0.19,0.53,0.28
1087153,2023-03-02,47,0.14,0.83,0.03
1087154,2023-03-02,2,0.16,0.83,0.01
1087155,2023-03-02,-1,0.03,0.59,0.38
1087156,2023-03-02,47,0.21,0.66,0.13
1087157,2023-03-02,2,0.02,0.74,0.24
1087158,2023-03-02,-1,0.26,0.64,0.1
1087159,2023-03-02,0,0.82,0.17,0.01
1087160,2023-03-02,-1,0.03,0.34,0.63
1087161,2023-03-02,13,0.67,0.23,0.1
1087162,2023-03-02,10,0.01,0.07,0.92
1087163,2023-03-02,13,0.09,0.9,0.01
1087164,2023-03-02,2,0.09,0.86,0.05
1087165,2023-03-02,23,0.04,0.5,0.46
1087166,2023-03-02,-1,0.01,0.07,0.92
1087167,2023-03-02,-1,0.01,0.2,0.79
1087168,2023-03-02,64,0.01,0.23,0.76
1087169,2023-03-02,-1,0.04,0.71,0.25
1087170,2023-03-02,0,0.05,0.93,0.02
1087171,2023-03-02,2,0.02,0.67,0.31
1087172,2023-03-02,2,0.01,0.22,0.77
1087173,2023-03-02,-1,0.01,0.05,0.94
1087174,2023-03-02,-1,0.02,0.28,0.7
1087175,2023-03-02,0,0.08,0.83,0.1
1087176,2023-03-02,127,0.14,0.73,0.13
1087177,2023-03-02,28,0.13,0.81,0.06
1087178,2023-03-02,-1,0.01,0.12,0.87
1087179,2023-03-02,-1,0.03,0.9,0.06
1087180,2023-03-02,-1,0.71,0.27,0.02
1087181,2023-03-02,-1,0.01,0.07,0.92
1087182,2023-03-02,13,0.2,0.79,0.01
1087183,2023-03-02,-1,0.02,0.18,0.8
1087184,2023-03-02,13,0.06,0.24,0.7
1087185,2023-03-02,-1,0.03,0.93,0.04
1087186,2023-03-02,13,0.47,0.45,0.09
1087187,2023-03-02,115,0.05,0.3,0.65
1087188,2023-03-02,129,0.06,0.65,0.29
1087189,2023-03-02,34,0.16,0.76,0.08
1087190,2023-03-02,28,0.04,0.93,0.03
1087191,2023-03-02,2,0.06,0.8,0.14
1087192,2023-03-02,16,0.05,0.93,0.02
1087193,2023-03-02,5,0.0,0.05,0.95
1087194,2023-03-02,0,0.02,0.5,0.48
1087195,2023-03-02,49,0.1,0.88,0.02
1087196,2023-03-02,10,0.1,0.82,0.07
1087197,2023-03-02,34,0.05,0.93,0.02
1087198,2023-03-02,28,0.22,0.77,0.01
1087199,2023-03-02,2,0.02,0.7,0.28
1087200,2023-03-02,172,0.01,0.07,0.92
1087201,2023-03-02,16,0.04,0.94,0.02
1087202,2023-03-02,23,0.01,0.09,0.89
1087203,2023-03-02,43,0.01,0.11,0.88
1087204,2023-03-02,13,0.06,0.57,0.36
1087205,2023-03-02,-1,0.01,0.1,0.89
1087206,2023-03-02,5,0.06,0.64,0.3
1087207,2023-03-02,-1,0.01,0.04,0.95
1087208,2023-03-02,-1,0.03,0.45,0.52
1087209,2023-03-02,13,0.69,0.29,0.02
1087210,2023-03-02,-1,0.13,0.81,0.05
1087211,2023-03-02,47,0.12,0.85,0.04
1087212,2023-03-02,-1,0.01,0.06,0.93
1087213,2023-03-02,31,0.81,0.14,0.06
1087214,2023-03-02,130,0.02,0.22,0.77
1087215,2023-03-02,0,0.12,0.79,0.09
1087216,2023-03-02,76,0.27,0.46,0.27
1087217,2023-03-02,15,0.03,0.93,0.05
1087218,2023-03-02,23,0.05,0.19,0.76
1087219,2023-03-02,-1,0.03,0.65,0.32
1087220,2023-03-02,-1,0.02,0.9,0.08
1087221,2023-03-02,28,0.69,0.3,0.01
1087223,2023-03-02,23,0.01,0.06,0.93
1087224,2023-03-02,-1,0.11,0.68,0.21
1087225,2023-03-02,28,0.01,0.08,0.91
1087226,2023-03-02,28,0.12,0.86,0.02
1087227,2023-03-02,5,0.06,0.27,0.67
1087228,2023-03-02,10,0.15,0.77,0.08
1087229,2023-03-02,-1,0.12,0.66,0.21
1087230,2023-03-02,3,0.05,0.79,0.17
1087231,2023-03-02,-1,0.02,0.25,0.72
1087232,2023-03-02,5,0.54,0.42,0.04
1087233,2023-03-02,47,0.07,0.86,0.07
1087234,2023-03-02,156,0.03,0.22,0.74
1087235,2023-03-02,0,0.05,0.93,0.02
1087236,2023-03-02,-1,0.01,0.06,0.93
1087237,2023-03-02,0,0.1,0.89,0.01
1087238,2023-03-02,-1,0.04,0.94,0.02
1087239,2023-03-02,1,0.1,0.89,0.01
1087240,2023-03-02,0,0.73,0.26,0.02
1087241,2023-03-02,3,0.02,0.13,0.85
1087242,2023-03-02,-1,0.04,0.55,0.4
1087243,2023-03-02,45,0.06,0.83,0.11
1087244,2023-03-02,28,0.01,0.1,0.89
1087245,2023-03-02,-1,0.12,0.77,0.11
1087246,2023-03-02,28,0.03,0.63,0.33
1087247,2023-03-02,-1,0.21,0.77,0.02
1087248,2023-03-02,-1,0.32,0.62,0.06
1087249,2023-03-02,-1,0.02,0.21,0.77
1087250,2023-03-02,34,0.04,0.94,0.02
1087251,2023-03-02,-1,0.02,0.95,0.03
1087252,2023-03-02,41,0.18,0.79,0.03
1087253,2023-03-02,32,0.04,0.33,0.62
1087254,2023-03-02,16,0.03,0.82,0.15
1087255,2023-03-02,5,0.01,0.25,0.73
1087256,2023-03-02,15,0.05,0.78,0.17
1087257,2023-03-02,135,0.06,0.24,0.7
1087258,2023-03-02,0,0.29,0.7,0.01
1087259,2023-03-02,0,0.94,0.06,0.01
1087260,2023-03-02,-1,0.89,0.08,0.03
1087261,2023-03-02,0,0.21,0.75,0.04
1087264,2023-03-02,-1,0.22,0.77,0.01
1087265,2023-03-02,3,0.04,0.94,0.03
1087267,2023-03-02,-1,0.05,0.8,0.15
1087268,2023-03-02,0,0.63,0.36,0.01
1087269,2023-03-02,2,0.01,0.22,0.76
1087270,2023-03-02,0,0.19,0.8,0.01
1087271,2023-03-02,13,0.01,0.11,0.88
1087272,2023-03-02,-1,0.04,0.65,0.31
1087273,2023-03-02,-1,0.02,0.41,0.56
1087274,2023-03-02,2,0.02,0.38,0.6
1087275,2023-03-02,-1,0.02,0.33,0.65
1087276,2023-03-02,0,0.12,0.79,0.09
1087277,2023-03-02,0,0.01,0.08,0.92
1087278,2023-03-02,28,0.39,0.6,0.01
1087280,2023-03-02,0,0.31,0.64,0.05
1087282,2023-03-02,0,0.43,0.55,0.02
1087283,2023-03-02,10,0.22,0.68,0.09
1087284,2023-03-02,-1,0.47,0.45,0.08
1087285,2023-03-02,-1,0.12,0.83,0.05
1087286,2023-03-02,22,0.01,0.1,0.89
1087287,2023-03-02,-1,0.01,0.07,0.92
1087288,2023-03-02,-1,0.01,0.12,0.87
1087289,2023-03-02,13,0.2,0.75,0.05
1087290,2023-03-02,0,0.14,0.81,0.05
1087291,2023-03-02,2,0.3,0.42,0.29
1087292,2023-03-02,-1,0.02,0.38,0.6
1087293,2023-03-02,-1,0.19,0.66,0.15
1087294,2023-03-02,0,0.22,0.72,0.06
1087295,2023-03-02,0,0.19,0.74,0.07
1087296,2023-03-02,30,0.04,0.36,0.6
1087297,2023-03-02,2,0.68,0.29,0.03
1087298,2023-03-02,0,0.78,0.21,0.01
1087299,2023-03-02,13,0.03,0.33,0.64
1087300,2023-03-02,13,0.82,0.14,0.04
1087301,2023-03-02,0,0.09,0.84,0.07
1087302,2023-03-02,68,0.17,0.74,0.09
1087303,2023-03-02,2,0.54,0.41,0.06
1087304,2023-03-02,0,0.08,0.9,0.02
1087305,2023-03-02,-1,0.07,0.46,0.47
1087307,2023-03-02,30,0.97,0.02,0.0
1087308,2023-03-02,24,0.01,0.09,0.9
1087309,2023-03-02,-1,0.96,0.03,0.01
1087310,2023-03-02,3,0.04,0.92,0.04
1087311,2023-03-02,0,0.06,0.79,0.15
1087312,2023-03-02,0,0.15,0.79,0.07
1087313,2023-03-02,37,0.03,0.6,0.38
1087314,2023-03-02,0,0.08,0.86,0.06
1087315,2023-03-02,-1,0.75,0.24,0.01
1087316,2023-03-02,31,0.03,0.93,0.03
1087317,2023-03-02,0,0.21,0.69,0.1
1087433,2023-03-02,2,0.03,0.86,0.11
1087318,2023-03-02,-1,0.01,0.13,0.86
1087319,2023-03-02,0,0.22,0.74,0.04
1087320,2023-03-02,0,0.04,0.57,0.38
1087321,2023-03-02,0,0.04,0.76,0.2
1087322,2023-03-02,2,0.83,0.16,0.01
1087323,2023-03-02,2,0.03,0.43,0.54
1087324,2023-03-02,0,0.09,0.89,0.02
1087325,2023-03-02,-1,0.13,0.78,0.09
1087326,2023-03-02,2,0.02,0.57,0.41
1087327,2023-03-02,24,0.01,0.1,0.89
1087329,2023-03-02,3,0.01,0.07,0.92
1087330,2023-03-02,15,0.07,0.59,0.34
1087331,2023-03-02,-1,0.01,0.29,0.7
1087332,2023-03-02,2,0.01,0.12,0.88
1087333,2023-03-02,-1,0.12,0.79,0.08
1087335,2023-03-02,0,0.17,0.8,0.02
1087336,2023-03-02,25,0.08,0.91,0.02
1087337,2023-03-02,3,0.01,0.2,0.78
1087338,2023-03-02,3,0.06,0.84,0.1
1087339,2023-03-02,190,0.06,0.93,0.01
1087340,2023-03-02,2,0.03,0.53,0.44
1087341,2023-03-02,-1,0.04,0.88,0.08
1087342,2023-03-02,-1,0.84,0.16,0.0
1087343,2023-03-02,2,0.01,0.05,0.94
1087344,2023-03-02,2,0.1,0.23,0.67
1087345,2023-03-02,24,0.03,0.87,0.1
1087346,2023-03-02,68,0.43,0.54,0.04
1087347,2023-03-02,68,0.09,0.7,0.22
1087348,2023-03-02,34,0.11,0.85,0.04
1087349,2023-03-02,2,0.2,0.67,0.12
1087350,2023-03-02,-1,0.34,0.59,0.08
1087351,2023-03-02,91,0.03,0.96,0.01
1087352,2023-03-02,0,0.69,0.29,0.01
1087353,2023-03-02,-1,0.96,0.03,0.0
1087354,2023-03-02,29,0.27,0.7,0.03
1087355,2023-03-02,2,0.01,0.11,0.89
1087356,2023-03-02,-1,0.03,0.21,0.76
1087357,2023-03-02,22,0.04,0.67,0.28
1087358,2023-03-02,-1,0.01,0.12,0.86
1087359,2023-03-02,0,0.44,0.47,0.09
1087360,2023-03-02,-1,0.01,0.07,0.92
1087361,2023-03-02,30,0.97,0.03,0.0
1087362,2023-03-02,2,0.04,0.53,0.44
1087363,2023-03-02,-1,0.01,0.07,0.92
1087364,2023-03-02,-1,0.05,0.64,0.31
1087365,2023-03-02,-1,0.09,0.9,0.01
1087366,2023-03-02,-1,0.15,0.82,0.02
1087367,2023-03-02,10,0.14,0.69,0.17
1087368,2023-03-02,-1,0.02,0.13,0.85
1087369,2023-03-02,78,0.07,0.84,0.09
1087370,2023-03-02,24,0.01,0.08,0.91
1087371,2023-03-02,0,0.07,0.9,0.04
1087434,2023-03-02,-1,0.02,0.23,0.75
1087372,2023-03-02,53,0.03,0.1,0.87
1087373,2023-03-02,0,0.01,0.24,0.74
1087374,2023-03-02,2,0.03,0.62,0.35
1087375,2023-03-02,0,0.11,0.73,0.16
1087376,2023-03-02,2,0.02,0.29,0.69
1087377,2023-03-02,0,0.19,0.76,0.06
1087378,2023-03-02,0,0.96,0.03,0.01
1087379,2023-03-02,0,0.11,0.81,0.08
1087380,2023-03-02,0,0.01,0.27,0.72
1087381,2023-03-02,-1,0.01,0.1,0.89
1087382,2023-03-02,129,0.43,0.54,0.03
1087383,2023-03-02,-1,0.12,0.68,0.2
1087384,2023-03-02,-1,0.03,0.86,0.12
1087385,2023-03-02,10,0.71,0.28,0.01
1087386,2023-03-02,0,0.05,0.91,0.03
1087387,2023-03-02,78,0.03,0.5,0.47
1087388,2023-03-02,10,0.02,0.12,0.86
1087389,2023-03-02,-1,0.01,0.06,0.93
1087390,2023-03-02,2,0.54,0.45,0.01
1087391,2023-03-02,2,0.01,0.06,0.94
1087392,2023-03-02,-1,0.02,0.24,0.74
1087393,2023-03-02,0,0.04,0.61,0.35
1087394,2023-03-02,2,0.06,0.85,0.09
1087395,2023-03-02,0,0.03,0.94,0.03
1087396,2023-03-02,29,0.28,0.47,0.25
1087397,2023-03-02,0,0.07,0.92,0.01
1087398,2023-03-02,77,0.06,0.79,0.16
1087399,2023-03-02,0,0.36,0.59,0.05
1087400,2023-03-02,-1,0.08,0.82,0.09
1087401,2023-03-02,29,0.11,0.84,0.05
1087402,2023-03-02,11,0.04,0.73,0.23
1087403,2023-03-02,77,0.16,0.8,0.04
1087404,2023-03-02,0,0.09,0.57,0.34
1087405,2023-03-02,-1,0.01,0.09,0.9
1087406,2023-03-02,-1,0.01,0.15,0.84
1087407,2023-03-02,22,0.02,0.93,0.05
1087408,2023-03-02,41,0.54,0.28,0.19
1087409,2023-03-02,0,0.02,0.35,0.63
1087410,2023-03-02,2,0.04,0.77,0.18
1087411,2023-03-02,-1,0.12,0.68,0.2
1087412,2023-03-02,78,0.06,0.78,0.16
1087413,2023-03-02,34,0.06,0.9,0.04
1087414,2023-03-02,24,0.05,0.79,0.16
1087415,2023-03-02,29,0.02,0.61,0.37
1087416,2023-03-02,2,0.04,0.53,0.43
1087417,2023-03-02,2,0.21,0.66,0.14
1087418,2023-03-02,10,0.05,0.59,0.36
1087419,2023-03-02,0,0.25,0.68,0.07
1087420,2023-03-02,10,0.7,0.29,0.01
1087421,2023-03-02,30,0.27,0.7,0.03
1087422,2023-03-02,35,0.04,0.69,0.27
1087423,2023-03-02,0,0.71,0.28,0.01
1087424,2023-03-02,22,0.01,0.23,0.76
1087425,2023-03-02,3,0.03,0.76,0.21
1087426,2023-03-02,-1,0.03,0.76,0.21
1087427,2023-03-02,2,0.01,0.17,0.82
1087428,2023-03-02,49,0.15,0.82,0.03
1087429,2023-03-02,68,0.01,0.08,0.91
1087430,2023-03-02,-1,0.04,0.87,0.09
1087431,2023-03-02,147,0.15,0.79,0.06
1087432,2023-03-02,10,0.09,0.84,0.07
1087435,2023-03-02,2,0.1,0.71,0.2
