text_id,date,labels,positive_score,neutral_score,negative_score
1081371,2023-03-01,21,0.02,0.76,0.22
1081372,2023-03-01,21,0.04,0.93,0.03
1081373,2023-03-01,161,0.01,0.08,0.92
1081374,2023-03-01,0,0.03,0.96,0.01
1081375,2023-03-01,-1,0.03,0.89,0.08
1081376,2023-03-01,29,0.07,0.92,0.01
1081377,2023-03-01,14,0.03,0.95,0.02
1081378,2023-03-01,14,0.06,0.93,0.01
1081379,2023-03-01,-1,0.29,0.68,0.03
1081380,2023-03-01,21,0.01,0.45,0.53
1081381,2023-03-01,7,0.75,0.23,0.02
1081382,2023-03-01,-1,0.01,0.09,0.9
1081383,2023-03-01,21,0.01,0.3,0.69
1081384,2023-03-01,187,0.03,0.76,0.21
1081385,2023-03-01,-1,0.88,0.12,0.01
1081386,2023-03-01,-1,0.01,0.11,0.88
1081387,2023-03-01,128,0.03,0.95,0.02
1081388,2023-03-01,18,0.05,0.91,0.05
1081389,2023-03-01,14,0.03,0.95,0.02
1081390,2023-03-01,14,0.06,0.93,0.01
1081391,2023-03-01,14,0.02,0.87,0.11
1081392,2023-03-01,21,0.04,0.9,0.05
1081393,2023-03-01,-1,0.03,0.37,0.6
1081394,2023-03-01,62,0.76,0.23,0.02
1081395,2023-03-01,39,0.02,0.83,0.14
1081396,2023-03-01,0,0.03,0.76,0.21
1081397,2023-03-01,-1,0.55,0.41,0.04
1081398,2023-03-01,21,0.02,0.88,0.1
1081399,2023-03-01,69,0.1,0.86,0.03
1081400,2023-03-01,-1,0.14,0.54,0.32
1081401,2023-03-01,64,0.02,0.52,0.47
1081402,2023-03-01,-1,0.01,0.17,0.82
1081403,2023-03-01,-1,0.01,0.1,0.89
1081404,2023-03-01,17,0.59,0.39,0.02
1081405,2023-03-01,-1,0.83,0.17,0.0
1081406,2023-03-01,-1,0.07,0.87,0.06
1081407,2023-03-01,16,0.63,0.36,0.01
1081408,2023-03-01,75,0.03,0.17,0.8
1081409,2023-03-01,72,0.1,0.77,0.14
1081410,2023-03-01,-1,0.02,0.78,0.2
1081411,2023-03-01,7,0.25,0.63,0.12
1081412,2023-03-01,12,0.02,0.26,0.73
1081413,2023-03-01,-1,0.03,0.52,0.45
1081414,2023-03-01,-1,0.66,0.3,0.04
1081415,2023-03-01,0,0.13,0.74,0.13
1081416,2023-03-01,-1,0.9,0.09,0.01
1081417,2023-03-01,-1,0.28,0.69,0.02
1081418,2023-03-01,-1,0.26,0.7,0.04
1081419,2023-03-01,-1,0.02,0.4,0.58
1081420,2023-03-01,-1,0.06,0.53,0.41
1081421,2023-03-01,0,0.01,0.09,0.9
1081422,2023-03-01,-1,0.03,0.8,0.18
1081423,2023-03-01,-1,0.01,0.18,0.81
1081424,2023-03-01,-1,0.02,0.16,0.82
1081425,2023-03-01,-1,0.05,0.51,0.44
1081426,2023-03-01,-1,0.04,0.95,0.01
1081427,2023-03-01,-1,0.01,0.21,0.77
1081428,2023-03-01,-1,0.17,0.52,0.31
1081429,2023-03-01,62,0.13,0.53,0.33
1081431,2023-03-01,-1,0.04,0.76,0.2
1081432,2023-03-01,-1,0.03,0.26,0.71
1081433,2023-03-01,-1,0.14,0.19,0.67
1081434,2023-03-01,-1,0.05,0.93,0.02
1081435,2023-03-01,62,0.05,0.66,0.29
1081436,2023-03-01,-1,0.07,0.92,0.01
1081437,2023-03-01,62,0.09,0.76,0.15
1081438,2023-03-01,-1,0.01,0.05,0.94
1081439,2023-03-01,-1,0.06,0.92,0.03
1081440,2023-03-01,-1,0.15,0.34,0.51
1081441,2023-03-01,5,0.12,0.72,0.15
1081442,2023-03-01,-1,0.22,0.67,0.11
1081443,2023-03-01,194,0.92,0.08,0.0
1081444,2023-03-01,62,0.03,0.34,0.63
1081445,2023-03-01,62,0.02,0.49,0.49
1081446,2023-03-01,62,0.86,0.13,0.01
1081447,2023-03-01,20,0.03,0.31,0.66
1081448,2023-03-01,62,0.05,0.94,0.01
1081449,2023-03-01,-1,0.07,0.92,0.01
1081450,2023-03-01,-1,0.05,0.93,0.02
1081451,2023-03-01,88,0.02,0.96,0.02
1081489,2023-03-01,-1,0.02,0.22,0.77
1081831,2023-03-01,55,0.01,0.05,0.94
1081452,2023-03-01,98,0.04,0.87,0.08
1081453,2023-03-01,-1,0.03,0.96,0.02
1081454,2023-03-01,-1,0.01,0.29,0.7
1081455,2023-03-01,62,0.04,0.91,0.05
1081456,2023-03-01,-1,0.02,0.35,0.63
1081457,2023-03-01,-1,0.02,0.71,0.27
1081458,2023-03-01,167,0.01,0.06,0.94
1081459,2023-03-01,105,0.04,0.95,0.01
1081460,2023-03-01,62,0.81,0.18,0.01
1081461,2023-03-01,-1,0.02,0.7,0.28
1081462,2023-03-01,18,0.03,0.5,0.48
1081463,2023-03-01,62,0.03,0.94,0.03
1081464,2023-03-01,0,0.78,0.21,0.01
1081465,2023-03-01,9,0.03,0.9,0.08
1081466,2023-03-01,-1,0.02,0.25,0.73
1081467,2023-03-01,189,0.01,0.29,0.7
1081468,2023-03-01,7,0.09,0.88,0.02
1081469,2023-03-01,-1,0.06,0.89,0.04
1081470,2023-03-01,-1,0.64,0.34,0.02
1081471,2023-03-01,-1,0.23,0.76,0.01
1081472,2023-03-01,-1,0.01,0.17,0.82
1081473,2023-03-01,-1,0.01,0.14,0.85
1081474,2023-03-01,-1,0.14,0.66,0.2
1081475,2023-03-01,20,0.09,0.76,0.15
1081476,2023-03-01,0,0.07,0.53,0.4
1081477,2023-03-01,93,0.96,0.03,0.01
1081478,2023-03-01,-1,0.02,0.24,0.74
1081479,2023-03-01,29,0.06,0.9,0.03
1081480,2023-03-01,98,0.01,0.29,0.7
1081481,2023-03-01,-1,0.01,0.32,0.67
1081482,2023-03-01,-1,0.04,0.94,0.02
1081483,2023-03-01,18,0.01,0.21,0.78
1081484,2023-03-01,-1,0.02,0.57,0.41
1081485,2023-03-01,-1,0.04,0.87,0.09
1081486,2023-03-01,-1,0.03,0.94,0.04
1081487,2023-03-01,-1,0.14,0.77,0.09
1081488,2023-03-01,-1,0.01,0.52,0.47
1081490,2023-03-01,168,0.12,0.51,0.37
1081491,2023-03-01,1,0.13,0.85,0.02
1081492,2023-03-01,-1,0.03,0.76,0.21
1081493,2023-03-01,86,0.11,0.88,0.01
1081494,2023-03-01,62,0.16,0.6,0.24
1081495,2023-03-01,48,0.17,0.81,0.01
1081496,2023-03-01,27,0.06,0.75,0.19
1081497,2023-03-01,59,0.01,0.26,0.73
1081498,2023-03-01,-1,0.02,0.55,0.43
1081499,2023-03-01,-1,0.19,0.8,0.01
1081500,2023-03-01,18,0.01,0.11,0.88
1081501,2023-03-01,-1,0.02,0.38,0.6
1081504,2023-03-01,133,0.02,0.84,0.13
1081505,2023-03-01,123,0.05,0.87,0.08
1081506,2023-03-01,105,0.01,0.52,0.46
1081507,2023-03-01,-1,0.01,0.25,0.74
1081509,2023-03-01,-1,0.06,0.92,0.02
1081510,2023-03-01,-1,0.03,0.59,0.37
1081511,2023-03-01,-1,0.05,0.27,0.68
1081512,2023-03-01,97,0.01,0.27,0.71
1081514,2023-03-01,-1,0.41,0.54,0.05
1081515,2023-03-01,-1,0.07,0.39,0.55
1081516,2023-03-01,171,0.05,0.67,0.28
1081517,2023-03-01,-1,0.01,0.13,0.85
1081518,2023-03-01,-1,0.03,0.37,0.6
1081519,2023-03-01,-1,0.04,0.42,0.54
1081520,2023-03-01,98,0.01,0.57,0.42
1081521,2023-03-01,-1,0.01,0.13,0.86
1081522,2023-03-01,-1,0.66,0.26,0.09
1081523,2023-03-01,-1,0.1,0.83,0.07
1081524,2023-03-01,-1,0.01,0.11,0.88
1081525,2023-03-01,5,0.28,0.58,0.14
1081526,2023-03-01,0,0.04,0.94,0.03
1081528,2023-03-01,-1,0.25,0.73,0.02
1081530,2023-03-01,-1,0.1,0.52,0.37
1081532,2023-03-01,163,0.01,0.06,0.93
1081533,2023-03-01,100,0.01,0.11,0.88
1081534,2023-03-01,-1,0.01,0.13,0.86
1081535,2023-03-01,9,0.18,0.81,0.02
1081537,2023-03-01,39,0.2,0.44,0.36
1081538,2023-03-01,0,0.05,0.93,0.02
1081540,2023-03-01,-1,0.02,0.93,0.05
1081541,2023-03-01,20,0.11,0.84,0.05
1081542,2023-03-01,69,0.04,0.67,0.29
1081544,2023-03-01,-1,0.07,0.71,0.22
1081545,2023-03-01,73,0.05,0.78,0.17
1081546,2023-03-01,-1,0.01,0.12,0.87
1081547,2023-03-01,60,0.04,0.93,0.03
1081548,2023-03-01,-1,0.01,0.12,0.87
1081549,2023-03-01,0,0.03,0.96,0.01
1081550,2023-03-01,18,0.07,0.92,0.01
1081551,2023-03-01,-1,0.02,0.73,0.25
1081552,2023-03-01,-1,0.05,0.45,0.5
1081553,2023-03-01,-1,0.01,0.28,0.7
1081554,2023-03-01,-1,0.02,0.71,0.27
1081556,2023-03-01,48,0.57,0.42,0.0
1081557,2023-03-01,-1,0.01,0.12,0.88
1081558,2023-03-01,-1,0.12,0.84,0.03
1081559,2023-03-01,103,0.01,0.29,0.69
1081560,2023-03-01,-1,0.02,0.32,0.66
1081561,2023-03-01,-1,0.01,0.19,0.8
1081562,2023-03-01,170,0.28,0.71,0.01
1081564,2023-03-01,-1,0.02,0.96,0.02
1081565,2023-03-01,39,0.09,0.6,0.31
1081566,2023-03-01,-1,0.05,0.62,0.34
1081567,2023-03-01,-1,0.01,0.14,0.86
1081568,2023-03-01,-1,0.02,0.51,0.46
1081569,2023-03-01,109,0.8,0.18,0.02
1081570,2023-03-01,1,0.03,0.25,0.72
1081571,2023-03-01,105,0.04,0.95,0.01
1081572,2023-03-01,188,0.03,0.7,0.27
1081573,2023-03-01,-1,0.78,0.21,0.02
1081574,2023-03-01,88,0.12,0.71,0.16
1081575,2023-03-01,0,0.02,0.93,0.05
1081576,2023-03-01,-1,0.01,0.3,0.69
1081577,2023-03-01,111,0.02,0.4,0.58
1081578,2023-03-01,-1,0.03,0.88,0.08
1081579,2023-03-01,9,0.01,0.32,0.67
1081580,2023-03-01,-1,0.01,0.13,0.86
1081581,2023-03-01,-1,0.94,0.06,0.0
1081582,2023-03-01,9,0.04,0.79,0.16
1081583,2023-03-01,147,0.07,0.26,0.67
1081584,2023-03-01,68,0.03,0.71,0.26
1081585,2023-03-01,-1,0.11,0.85,0.04
1081586,2023-03-01,-1,0.01,0.14,0.85
1081587,2023-03-01,-1,0.22,0.74,0.05
1081588,2023-03-01,-1,0.06,0.68,0.26
1081589,2023-03-01,-1,0.22,0.67,0.11
1081590,2023-03-01,20,0.02,0.5,0.49
1081591,2023-03-01,-1,0.08,0.87,0.05
1081592,2023-03-01,66,0.04,0.58,0.38
1081594,2023-03-01,39,0.22,0.76,0.02
1081595,2023-03-01,-1,0.02,0.44,0.54
1081596,2023-03-01,-1,0.3,0.66,0.04
1081597,2023-03-01,-1,0.05,0.69,0.25
1081598,2023-03-01,-1,0.01,0.22,0.77
1081599,2023-03-01,-1,0.01,0.17,0.82
1081600,2023-03-01,-1,0.02,0.3,0.69
1081601,2023-03-01,-1,0.39,0.6,0.01
1081602,2023-03-01,0,0.4,0.58,0.02
1081603,2023-03-01,-1,0.75,0.25,0.01
1081605,2023-03-01,-1,0.03,0.83,0.14
1081606,2023-03-01,-1,0.06,0.83,0.11
1081607,2023-03-01,-1,0.03,0.44,0.53
1081608,2023-03-01,-1,0.04,0.95,0.01
1081609,2023-03-01,-1,0.04,0.64,0.32
1081610,2023-03-01,-1,0.05,0.43,0.52
1081611,2023-03-01,98,0.04,0.61,0.35
1081612,2023-03-01,-1,0.03,0.94,0.04
1081613,2023-03-01,84,0.04,0.36,0.6
1081614,2023-03-01,-1,0.01,0.12,0.87
1081615,2023-03-01,-1,0.04,0.27,0.69
1081616,2023-03-01,90,0.06,0.77,0.17
1081617,2023-03-01,-1,0.2,0.72,0.08
1081618,2023-03-01,6,0.8,0.18,0.02
1081619,2023-03-01,-1,0.02,0.18,0.79
1081620,2023-03-01,-1,0.02,0.27,0.71
1081621,2023-03-01,1,0.1,0.87,0.03
1081622,2023-03-01,76,0.73,0.24,0.03
1081623,2023-03-01,-1,0.27,0.62,0.12
1081624,2023-03-01,-1,0.04,0.95,0.01
1081625,2023-03-01,-1,0.92,0.08,0.0
1081626,2023-03-01,25,0.13,0.86,0.01
1081627,2023-03-01,-1,0.06,0.85,0.08
1081628,2023-03-01,0,0.08,0.9,0.02
1084652,2023-03-02,54,0.01,0.18,0.81
1081629,2023-03-01,-1,0.02,0.3,0.67
1081630,2023-03-01,0,0.0,0.05,0.94
1081631,2023-03-01,40,0.71,0.25,0.03
1081632,2023-03-01,-1,0.52,0.46,0.01
1081633,2023-03-01,-1,0.08,0.88,0.03
1081634,2023-03-01,-1,0.05,0.8,0.15
1081635,2023-03-01,-1,0.68,0.31,0.0
1081636,2023-03-01,-1,0.3,0.69,0.01
1081637,2023-03-01,-1,0.02,0.74,0.24
1081638,2023-03-01,-1,0.05,0.88,0.08
1081640,2023-03-01,-1,0.06,0.58,0.36
1081641,2023-03-01,-1,0.05,0.9,0.05
1081642,2023-03-01,-1,0.03,0.18,0.79
1081643,2023-03-01,7,0.31,0.64,0.05
1081644,2023-03-01,138,0.16,0.82,0.02
1081645,2023-03-01,138,0.16,0.82,0.02
1081646,2023-03-01,-1,0.01,0.09,0.9
1081647,2023-03-01,-1,0.12,0.76,0.12
1081648,2023-03-01,-1,0.01,0.38,0.61
1081649,2023-03-01,7,0.03,0.38,0.6
1081650,2023-03-01,-1,0.07,0.93,0.01
1081651,2023-03-01,-1,0.01,0.2,0.79
1081652,2023-03-01,1,0.16,0.44,0.4
1081653,2023-03-01,-1,0.11,0.88,0.01
1081654,2023-03-01,2,0.01,0.14,0.85
1081655,2023-03-01,-1,0.04,0.94,0.01
1081656,2023-03-01,98,0.01,0.29,0.7
1081657,2023-03-01,0,0.05,0.92,0.03
1081658,2023-03-01,-1,0.46,0.37,0.16
1081659,2023-03-01,-1,0.19,0.72,0.09
1081660,2023-03-01,-1,0.01,0.45,0.53
1081661,2023-03-01,-1,0.29,0.69,0.02
1081662,2023-03-01,-1,0.07,0.93,0.01
1081663,2023-03-01,123,0.03,0.71,0.26
1081664,2023-03-01,163,0.01,0.24,0.75
1081665,2023-03-01,-1,0.06,0.44,0.5
1081666,2023-03-01,112,0.01,0.5,0.49
1081667,2023-03-01,158,0.98,0.02,0.0
1081668,2023-03-01,179,0.01,0.65,0.33
1081669,2023-03-01,179,0.01,0.65,0.33
1081670,2023-03-01,-1,0.24,0.66,0.11
1081671,2023-03-01,-1,0.07,0.39,0.55
1081672,2023-03-01,-1,0.07,0.92,0.01
1081673,2023-03-01,-1,0.01,0.37,0.62
1081674,2023-03-01,18,0.04,0.42,0.54
1081675,2023-03-01,12,0.01,0.63,0.36
1081676,2023-03-01,-1,0.01,0.08,0.91
1081677,2023-03-01,-1,0.04,0.95,0.01
1081678,2023-03-01,-1,0.08,0.86,0.06
1081679,2023-03-01,35,0.01,0.09,0.9
1081680,2023-03-01,-1,0.02,0.8,0.18
1081681,2023-03-01,60,0.04,0.93,0.03
1081682,2023-03-01,5,0.15,0.76,0.1
1081683,2023-03-01,-1,0.02,0.51,0.46
1081684,2023-03-01,-1,0.16,0.83,0.01
1081685,2023-03-01,-1,0.81,0.18,0.0
1081686,2023-03-01,-1,0.01,0.21,0.78
1081687,2023-03-01,-1,0.12,0.55,0.33
1081688,2023-03-01,-1,0.02,0.33,0.65
1081690,2023-03-01,-1,0.11,0.51,0.38
1081692,2023-03-01,-1,0.02,0.94,0.04
1081693,2023-03-01,-1,0.08,0.84,0.08
1081694,2023-03-01,-1,0.01,0.15,0.84
1081697,2023-03-01,-1,0.7,0.29,0.0
1081698,2023-03-01,0,0.44,0.54,0.02
1081699,2023-03-01,-1,0.01,0.39,0.6
1081700,2023-03-01,-1,0.12,0.87,0.01
1081701,2023-03-01,-1,0.03,0.95,0.01
1081702,2023-03-01,-1,0.01,0.15,0.84
1081703,2023-03-01,-1,0.09,0.6,0.3
1081704,2023-03-01,98,0.01,0.26,0.73
1081705,2023-03-01,98,0.01,0.26,0.73
1081706,2023-03-01,-1,0.01,0.31,0.68
1081707,2023-03-01,50,0.02,0.15,0.84
1081708,2023-03-01,16,0.06,0.93,0.02
1081709,2023-03-01,22,0.01,0.25,0.74
1081710,2023-03-01,-1,0.01,0.4,0.59
1081711,2023-03-01,-1,0.01,0.26,0.72
1081712,2023-03-01,1,0.84,0.13,0.03
1081713,2023-03-01,16,0.05,0.87,0.07
1081714,2023-03-01,35,0.12,0.84,0.04
1081715,2023-03-01,-1,0.03,0.42,0.55
1081716,2023-03-01,-1,0.55,0.43,0.02
1081718,2023-03-01,-1,0.01,0.06,0.93
1081720,2023-03-01,1,0.06,0.21,0.73
1081721,2023-03-01,-1,0.65,0.26,0.09
1081722,2023-03-01,-1,0.03,0.39,0.58
1081723,2023-03-01,-1,0.07,0.83,0.09
1081724,2023-03-01,-1,0.11,0.65,0.24
1081726,2023-03-01,-1,0.05,0.93,0.02
1081727,2023-03-01,168,0.89,0.1,0.01
1081728,2023-03-01,81,0.08,0.82,0.1
1081729,2023-03-01,-1,0.14,0.67,0.19
1081730,2023-03-01,-1,0.02,0.57,0.41
1081731,2023-03-01,25,0.49,0.5,0.01
1081987,2023-03-01,189,0.02,0.88,0.1
1081732,2023-03-01,-1,0.61,0.37,0.02
1081733,2023-03-01,73,0.02,0.84,0.14
1081734,2023-03-01,0,0.09,0.89,0.02
1081735,2023-03-01,97,0.01,0.64,0.35
1081736,2023-03-01,28,0.57,0.37,0.06
1081737,2023-03-01,0,0.01,0.3,0.69
1081738,2023-03-01,86,0.04,0.95,0.01
1081739,2023-03-01,7,0.04,0.93,0.03
1081740,2023-03-01,11,0.01,0.08,0.92
1081741,2023-03-01,-1,0.02,0.8,0.17
1081742,2023-03-01,-1,0.01,0.2,0.78
1081743,2023-03-01,-1,0.01,0.22,0.77
1081744,2023-03-01,-1,0.04,0.95,0.01
1081745,2023-03-01,60,0.15,0.84,0.01
1081746,2023-03-01,-1,0.15,0.84,0.01
1081747,2023-03-01,37,0.39,0.6,0.01
1081748,2023-03-01,-1,0.04,0.67,0.29
1081749,2023-03-01,-1,0.24,0.74,0.02
1081750,2023-03-01,-1,0.01,0.06,0.93
1081751,2023-03-01,64,0.01,0.1,0.88
1081752,2023-03-01,112,0.04,0.88,0.08
1081753,2023-03-01,-1,0.14,0.37,0.49
1081754,2023-03-01,-1,0.03,0.33,0.65
1081755,2023-03-01,-1,0.01,0.39,0.6
1081756,2023-03-01,-1,0.03,0.94,0.03
1081758,2023-03-01,-1,0.02,0.54,0.44
1081760,2023-03-01,-1,0.71,0.27,0.02
1081761,2023-03-01,9,0.07,0.86,0.07
1081762,2023-03-01,0,0.01,0.11,0.89
1081763,2023-03-01,3,0.51,0.46,0.04
1081764,2023-03-01,-1,0.04,0.58,0.39
1081765,2023-03-01,-1,0.02,0.33,0.66
1081766,2023-03-01,0,0.03,0.26,0.72
1081767,2023-03-01,19,0.06,0.8,0.14
1081768,2023-03-01,-1,0.04,0.59,0.37
1081771,2023-03-01,58,0.01,0.1,0.89
1081772,2023-03-01,-1,0.07,0.68,0.25
1081773,2023-03-01,7,0.49,0.5,0.01
1081774,2023-03-01,-1,0.11,0.52,0.37
1081775,2023-03-01,81,0.03,0.93,0.03
1081776,2023-03-01,0,0.1,0.78,0.12
1081777,2023-03-01,16,0.9,0.1,0.0
1081778,2023-03-01,49,0.01,0.2,0.79
1081779,2023-03-01,-1,0.89,0.09,0.02
1081781,2023-03-01,-1,0.06,0.32,0.62
1081782,2023-03-01,-1,0.16,0.73,0.11
1081783,2023-03-01,-1,0.16,0.73,0.11
1081784,2023-03-01,0,0.05,0.92,0.03
1081785,2023-03-01,122,0.04,0.76,0.2
1081786,2023-03-01,-1,0.01,0.11,0.88
1081787,2023-03-01,-1,0.01,0.2,0.79
1081788,2023-03-01,0,0.01,0.86,0.12
1081789,2023-03-01,22,0.01,0.28,0.71
1081790,2023-03-01,-1,0.02,0.45,0.53
1081791,2023-03-01,68,0.03,0.71,0.26
1081792,2023-03-01,-1,0.01,0.12,0.88
1081793,2023-03-01,18,0.02,0.43,0.55
1081794,2023-03-01,-1,0.41,0.58,0.01
1081795,2023-03-01,-1,0.02,0.95,0.03
1081796,2023-03-01,-1,0.02,0.24,0.74
1081797,2023-03-01,62,0.15,0.59,0.26
1081798,2023-03-01,-1,0.03,0.39,0.59
1081799,2023-03-01,-1,0.02,0.15,0.83
1081800,2023-03-01,-1,0.04,0.95,0.01
1081801,2023-03-01,1,0.11,0.89,0.01
1081802,2023-03-01,-1,0.01,0.22,0.77
1081803,2023-03-01,155,0.04,0.21,0.74
1081804,2023-03-01,64,0.04,0.42,0.54
1081805,2023-03-01,23,0.01,0.07,0.92
1081806,2023-03-01,-1,0.04,0.95,0.01
1081807,2023-03-01,-1,0.01,0.51,0.47
1081808,2023-03-01,-1,0.01,0.24,0.75
1081809,2023-03-01,-1,0.03,0.51,0.46
1081810,2023-03-01,-1,0.35,0.6,0.05
1081811,2023-03-01,-1,0.08,0.88,0.03
1081812,2023-03-01,0,0.01,0.08,0.91
1081813,2023-03-01,-1,0.03,0.81,0.16
1081814,2023-03-01,-1,0.02,0.56,0.42
1081815,2023-03-01,-1,0.02,0.87,0.1
1081816,2023-03-01,88,0.01,0.11,0.89
1081817,2023-03-01,-1,0.04,0.93,0.03
1081818,2023-03-01,-1,0.95,0.05,0.01
1081819,2023-03-01,81,0.13,0.8,0.07
1081820,2023-03-01,-1,0.02,0.33,0.65
1081821,2023-03-01,-1,0.05,0.9,0.04
1081822,2023-03-01,-1,0.28,0.52,0.19
1081824,2023-03-01,3,0.05,0.93,0.02
1081825,2023-03-01,-1,0.03,0.66,0.31
1081826,2023-03-01,0,0.03,0.9,0.07
1081827,2023-03-01,55,0.24,0.74,0.02
1081828,2023-03-01,55,0.19,0.76,0.06
1081829,2023-03-01,55,0.24,0.74,0.02
1081830,2023-03-01,-1,0.01,0.37,0.62
1081832,2023-03-01,-1,0.04,0.65,0.31
1081833,2023-03-01,161,0.36,0.57,0.07
1081834,2023-03-01,112,0.02,0.76,0.22
1081835,2023-03-01,146,0.05,0.88,0.06
1081836,2023-03-01,-1,0.02,0.34,0.64
1081837,2023-03-01,-1,0.69,0.3,0.01
1081838,2023-03-01,-1,0.29,0.69,0.02
1081840,2023-03-01,-1,0.19,0.79,0.01
1081841,2023-03-01,81,0.06,0.77,0.18
1081842,2023-03-01,-1,0.14,0.85,0.01
1081843,2023-03-01,7,0.17,0.79,0.04
1081844,2023-03-01,-1,0.01,0.08,0.91
1081845,2023-03-01,-1,0.02,0.32,0.66
1081846,2023-03-01,97,0.16,0.83,0.01
1081847,2023-03-01,-1,0.9,0.09,0.01
1081849,2023-03-01,-1,0.01,0.17,0.83
1081850,2023-03-01,101,0.01,0.23,0.76
1081851,2023-03-01,8,0.54,0.45,0.01
1081852,2023-03-01,69,0.07,0.83,0.1
1081853,2023-03-01,-1,0.05,0.91,0.05
1081854,2023-03-01,-1,0.01,0.52,0.47
1081855,2023-03-01,-1,0.06,0.87,0.07
1081856,2023-03-01,189,0.02,0.86,0.13
1081857,2023-03-01,138,0.97,0.02,0.0
1081858,2023-03-01,-1,0.28,0.61,0.11
1081859,2023-03-01,-1,0.01,0.15,0.84
1081860,2023-03-01,-1,0.02,0.37,0.61
1081861,2023-03-01,20,0.05,0.93,0.03
1081862,2023-03-01,163,0.03,0.55,0.41
1081892,2023-03-01,-1,0.02,0.33,0.65
1081863,2023-03-01,-1,0.01,0.19,0.81
1081864,2023-03-01,0,0.03,0.88,0.09
1081865,2023-03-01,122,0.02,0.76,0.22
1081866,2023-03-01,-1,0.01,0.85,0.14
1081867,2023-03-01,-1,0.02,0.41,0.56
1081868,2023-03-01,3,0.98,0.02,0.0
1081869,2023-03-01,81,0.13,0.8,0.07
1081870,2023-03-01,-1,0.13,0.41,0.46
1081871,2023-03-01,84,0.13,0.65,0.21
1081872,2023-03-01,-1,0.02,0.73,0.25
1081873,2023-03-01,-1,0.03,0.67,0.3
1081874,2023-03-01,-1,0.74,0.26,0.0
1081875,2023-03-01,-1,0.01,0.55,0.44
1081876,2023-03-01,-1,0.05,0.42,0.53
1081877,2023-03-01,170,0.19,0.8,0.01
1081878,2023-03-01,-1,0.06,0.93,0.01
1081879,2023-03-01,-1,0.01,0.14,0.85
1081880,2023-03-01,-1,0.84,0.15,0.01
1081881,2023-03-01,0,0.06,0.88,0.07
1081882,2023-03-01,20,0.04,0.82,0.13
1081883,2023-03-01,-1,0.01,0.36,0.63
1081884,2023-03-01,106,0.02,0.96,0.02
1081885,2023-03-01,-1,0.01,0.35,0.64
1081886,2023-03-01,63,0.07,0.84,0.09
1081887,2023-03-01,18,0.04,0.62,0.34
1081888,2023-03-01,-1,0.05,0.44,0.52
1081889,2023-03-01,19,0.01,0.42,0.57
1081890,2023-03-01,0,0.7,0.3,0.0
1081893,2023-03-01,-1,0.13,0.47,0.4
1081894,2023-03-01,97,0.03,0.7,0.28
1081895,2023-03-01,18,0.01,0.19,0.8
1081896,2023-03-01,-1,0.03,0.94,0.03
1081897,2023-03-01,167,0.03,0.37,0.6
1081898,2023-03-01,-1,0.06,0.89,0.05
1081899,2023-03-01,0,0.54,0.44,0.01
1081900,2023-03-01,81,0.12,0.73,0.15
1081901,2023-03-01,-1,0.03,0.21,0.76
1081902,2023-03-01,81,0.09,0.78,0.13
1081903,2023-03-01,-1,0.02,0.64,0.34
1081904,2023-03-01,-1,0.01,0.1,0.89
1081905,2023-03-01,-1,0.01,0.2,0.79
1081906,2023-03-01,1,0.07,0.92,0.01
1081907,2023-03-01,-1,0.01,0.11,0.89
1081908,2023-03-01,97,0.03,0.35,0.62
1081909,2023-03-01,-1,0.02,0.33,0.65
1081910,2023-03-01,-1,0.6,0.39,0.0
1081911,2023-03-01,-1,0.03,0.94,0.03
1081912,2023-03-01,-1,0.02,0.27,0.71
1081913,2023-03-01,-1,0.02,0.95,0.03
1081914,2023-03-01,81,0.07,0.74,0.19
1081915,2023-03-01,48,0.22,0.77,0.01
1081916,2023-03-01,81,0.08,0.82,0.1
1081917,2023-03-01,-1,0.1,0.78,0.12
1081918,2023-03-01,-1,0.01,0.27,0.72
1081919,2023-03-01,-1,0.03,0.8,0.17
1081920,2023-03-01,-1,0.72,0.27,0.0
1081921,2023-03-01,-1,0.01,0.75,0.24
1081922,2023-03-01,-1,0.11,0.72,0.17
1081923,2023-03-01,90,0.05,0.9,0.05
1081925,2023-03-01,81,0.1,0.85,0.05
1081926,2023-03-01,81,0.1,0.85,0.05
1081927,2023-03-01,-1,0.01,0.31,0.68
1081928,2023-03-01,-1,0.01,0.21,0.78
1081929,2023-03-01,-1,0.04,0.48,0.47
1081930,2023-03-01,-1,0.04,0.68,0.28
1081931,2023-03-01,101,0.01,0.11,0.89
1081933,2023-03-01,-1,0.01,0.62,0.37
1081934,2023-03-01,-1,0.01,0.09,0.91
1081935,2023-03-01,81,0.02,0.56,0.42
1081936,2023-03-01,81,0.21,0.77,0.02
1081937,2023-03-01,-1,0.05,0.77,0.18
1081938,2023-03-01,-1,0.03,0.95,0.01
1081939,2023-03-01,-1,0.03,0.96,0.01
1081940,2023-03-01,-1,0.6,0.4,0.01
1081941,2023-03-01,15,0.04,0.87,0.09
1081942,2023-03-01,112,0.02,0.53,0.44
1081944,2023-03-01,-1,0.01,0.38,0.6
1081945,2023-03-01,-1,0.02,0.29,0.69
1081946,2023-03-01,-1,0.09,0.54,0.37
1081947,2023-03-01,-1,0.03,0.6,0.37
1081948,2023-03-01,22,0.07,0.67,0.26
1081949,2023-03-01,0,0.01,0.4,0.59
